key	text	tooltip
achievements_title_ACHIEVEMENT_LONG_VICTORY_NO_AUTORESOLVE_WIN_ALL	Master Tactician	true
achievements_description_ACHIEVEMENT_CONQUER_ALL_SCOTTISH_REGIONS_AS_SUDREYAR	Playing as Sudreyar, conquer all Scottish regions.	true
achievements_description_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_GWINED	Playing as Gwined, complete the main campaign by achieving a Long Kingdom victory.	true
achievements_title_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_GWINED	By Hook or By Crook	true
achievements_title_ACHIEVEMENT_CONQUER_NENNIUS_CITIES	Historia Brittonum	true
achievements_description_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_MIERCNA	Playing as Mierce, complete the main campaign by achieving a Long Kingdom victory.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_DYFLIN	Playing as Dyflin, complete the main campaign by achieving a Short Kingdom victory.	true
achievements_description_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_CIRCENN	Playing as Circenn, complete the main campaign by achieving a Long Kingdom victory.	true
achievements_description_ACHIEVEMENT_CONQUER_ALL_SCOTTISH_REGIONS_AS_CIRCENN	Playing as Circenn, conquer all Scottish regions.	true
achievements_title_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_WESTSEXA	King of the Britons	true
achievements_title_ACHIEVEMENT_ULTIMATE_VICTORY_ON_VERY_HARD	Uphill Struggle	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_NEVER_NEGOTIATED_PEACE	Playing as any faction, complete the main campaign without negotiating peace with any other faction.	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_WESTSEXA	Playing as West Seaxe, complete the main campaign by achieving a Long Fame victory.	true
achievements_title_ACHIEVEMENT_BEAT_CA_STAFF	The Lost Eagle	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_WITH_STARTING_VASSALS	Playing as any faction, complete the main campaign by achieving a Short victory whilst maintaining control over all your vassal kingdoms.	true
achievements_description_ACHIEVEMENT_CONQUER_ALL_WELSH_REGIONS_AS_STRAT_CLUT	Playing as Strat Clut, conquer all Welsh regions.	true
achievements_description_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_MIDHE	Playing as Mide, complete the main campaign by achieving a Long Kingdom victory.	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_IRISH_REGIONS_AS_DYFLIN	Dublin Down	true
achievements_title_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_STRAT_CLUT	Into the Valley	true
achievements_description_ACHIEVEMENT_GAIN_LEGENDARY_DEFENDER	Playing as any faction, gain a Legendary defender.	true
achievements_title_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_SUDREYAR	King of the Britons	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_SUDREYAR	Playing as Sudreyar, complete the main campaign by achieving a Long Fame victory.	true
achievements_description_ACHIEVEMENT_ULTIMATE_VICTORY_NO_AUTORESOLVE_WIN_ALL	Playing as any faction, achieve an Ultimate victory by fighting and winning every battle.	true
achievements_description_ACHIEVEMENT_CONQUER_ALL_REGIONS_IN_LESS_THAN_X_TURNS	Playing as any faction, conquer all regions on the campaign map in less than X turns.	true
achievements_description_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_DYFLIN	Playing as Dyflin, complete the main campaign by achieving a Long Kingdom victory.	true
achievements_title_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_DYFLIN	Lord of the Dáil Éireann	true
achievements_description_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_GWINED	Playing as Gwined, complete the main campaign by achieving a Short Kingdom victory.	true
achievements_title_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_CIRCENN	Duan Albanach	true
achievements_title_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_MIERCNA	Show No Mierce	true
achievements_title_ACHIEVEMENT_LIBERATE_OR_ALLY_WELSH_FACTIONS_AS_STRAT_CLUT	Western Alliance	true
achievements_title_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_EAST_ENGLA	Those Impossible Engles	true
achievements_title_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_DYFLIN	High King of Ireland	true
achievements_title_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_SUDREYAR	The Fabled Isles	true
achievements_title_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_NORTHYMBRA	Hardy Northfolk	true
achievements_title_ACHIEVEMENT_OWN_ROCK_OF_CAISIL_MOUNTAIN_HALL_OFFAS_HALL	Fortress Citadels	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_WITH_STARTING_VASSALS	Keep Your Friends Close	true
achievements_title_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_MIDHE	King of Mide	true
achievements_description_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_GWINED	Playing as Gwined, complete the main campaign by achieving a Long Conquest victory.	true
achievements_title_ACHIEVEMENT_SHORT_VICTORY_ON_HARD	The Short Toil	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_WELSH_REGIONS_AS_GWINED	A Gwiner Is You!	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_NEVER_REACHED_NEGATIVE_WAR_FERVOUR	A Taste for Total War	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_EAST_ENGLA	Playing as East Engle, complete the main campaign by achieving a Long Fame victory.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_MIERCNA	Twice as Bright	true
achievements_title_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_CIRCENN	Victory Before Long	true
achievements_description_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_SUDREYAR	Playing as Sudreyar, complete the main campaign by achieving a Short Fame victory.	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_NEVER_HAD_LOW_LOYALTY	Playing as any faction, ensure that loyalty remains above the threshold for the entire campaign.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_GWINED	Flicker into Fame	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_WELSH_MECHANICS	Playing as any of the Welsh kingdoms, complete the main campaign while keeping heroism over 20 and never falling beneath 20.	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_NORTHYMBRA	Playing as Northymbre, complete the main campaign by achieving a Long Fame victory.	true
achievements_description_ACHIEVEMENT_GAIN_LEGENDARY_GOVERNOR	Playing as any faction, gain a Legendary governor.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_MIDHE	Playing as Mide, complete the main campaign by achieving a Short Kingdom victory.	true
achievements_title_ACHIEVEMENT_OWN_ALL_LONGPHORTS_AND_VIKING_PORTS	Every Port in a Storm	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_ENGLISH_REGIONS_AS_MIERCNA	The Mercian Supremacy	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_REACHED_MAX_WAR_FERVOUR	Playing as any faction, complete the main campaign, with the difference between the influence of the faction leader and the current lowest influence of any other character being never greater than 4 points.	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_VASSALISED_ALL_ENEMIES	Playing as any faction, complete the main campaign having turned all your enemies into vassal kingdoms.	true
achievements_description_ACHIEVEMENT_CONQUER_ALL_ENGLISH_REGIONS_AS_MIERCNA	Playing as Mierce, conquer all English regions.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_WESTSEXA	The Saxon Scourge	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_STRAT_CLUT	Playing as Strat Clut, complete the main campaign by achieving a Long Fame victory.	true
achievements_title_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_WESTSEXA	Hegemony of Wessex	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_NEVER_HAD_LOW_LOYALTY	Loyalty Without Question	true
achievements_description_ACHIEVEMENT_ULTIMATE_VICTORY_ON_HARD	Playing as any faction, complete the main campaign, achieving an Ultimate victory on Hard difficulty.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_MIDHE	Playing as Mide, complete the main campaign by achieving a Short Conquest victory.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_MIERCNA	Playing as Mierce, complete the main campaign by achieving a Short Fame victory.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_CIRCENN	Playing as Circenn, complete the main campaign by achieving a Short Fame victory.	true
achievements_description_ACHIEVEMENT_CONQUER_ALL_ENGLISH_REGIONS_AS_WESTSEXA	Playing as West Seaxe, conquer all English regions.	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_EAST_ENGLA	Playing as East Engle, complete the main campaign by achieving any of their victory conditions.	true
achievements_title_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_EAST_ENGLA	King of the English	true
achievements_title_ACHIEVEMENT_GAIN_LEGENDARY_GENERAL	Legendary General	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_STRAT_CLUT	Playing as Strat Clut, complete the main campaign by achieving an Ultimate victory.	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_VIKING_ARMY_MECHANICS	Mycel Haeben Here	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_NORTHYMBRA	Playing as Northymbre, complete the main campaign by achieving any of their victory conditions.	true
achievements_description_ACHIEVEMENT_GAIN_LEGENDARY_MILITARY_LEADER	Playing as any faction, gain a Legendary military leader.	true
achievements_description_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_MIDHE	Playing as Mide, complete the main campaign by achieving a Long Conquest victory.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_SUDREYAR	Lord of the Frightful Seas	true
achievements_title_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_NORTHYMBRA	Monarch of the Northern Marches	true
achievements_title_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_SUDREYAR	Mann Alive!	true
achievements_description_ACHIEVEMENT_GAIN_LEGENDARY_ATTACKER	Playing as any faction, gain a Legendary attacker.	true
achievements_title_ACHIEVEMENT_ULTIMATE_VICTORY_ON_LEGENDARY	Ultimate Conqueror	true
achievements_description_ACHIEVEMENT_BATTLE_WON_MANUALLY_AGAINST_ODDS	Playing as any faction, play and win a battle whilst heavily outnumbered.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_WESTSEXA	Playing as West Seaxe, complete the main campaign by achieving a Short Fame victory.	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_STRAT_CLUT	Playing as Strat Clut, complete the main campaign by achieving any of their victory conditions.	true
achievements_title_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_STRAT_CLUT	King of Alt Clut	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_EAST_ENGLA	Playing as East Engle, complete the main campaign by achieving an Ultimate victory.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_DYFLIN	Who Tells Your Story?	true
achievements_title_ACHIEVEMENT_GAIN_LEGENDARY_MILITARY_LEADER	Legendary Leader	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_VIKING_ARMY_MECHANICS	Playing as the Great Viking Army, complete the main campaign while keeping both the English and the Army happy at all times.	true
achievements_description_ACHIEVEMENT_OWN_ALL_SAINT_BUILDINGS	Playing as any faction, own all of the Saints' buildings on the campaign map.	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_NORTHYMBRA	Playing as Northymbre, complete the main campaign by achieving an Ultimate victory.	true
achievements_description_ACHIEVEMENT_GAIN_LEGENDARY_GENERAL	Playing as any faction, gain a Legendary general.	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_SUDREYAR	Playing as Sudreyar, complete the main campaign by achieving any of their victory conditions.	true
achievements_description_ACHIEVEMENT_ULTIMATE_VICTORY_ON_LEGENDARY	Playing as any faction, complete the main campaign, achieving an Ultimate victory on Legendary difficulty.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_DYFLIN	Playing as Dyflin, complete the main campaign by achieving a Short Fame victory.	true
achievements_description_ACHIEVEMENT_SHORT_VICTORY_ON_HARD	Playing as any faction, complete the main campaign, achieving a Short victory on Hard difficulty.	true
achievements_title_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_NORTHYMBRA	Monarch of the Fen	true
achievements_title_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_EAST_ENGLA	Regnum Orientalium Anglorum	true
achievements_title_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_STRAT_CLUT	The Old North	true
achievements_description_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_GWINED	Playing as Gwined, complete the main campaign by achieving a Short Fame victory.	true
achievements_title_ACHIEVEMENT_LONG_VICTORY_ON_HARD	Hard Fought, Hard Won	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_WESTSEXA	Playing as West Seaxe, complete the main campaign by achieving any of their victory conditions.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_NORTHYMBRA	The Lord of the Umber	true
achievements_title_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_EAST_ENGLA	East Engle Rice	true
achievements_title_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_STRAT_CLUT	Swift Fire	true
achievements_description_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_STRAT_CLUT	Playing as Strat Clut, complete the main campaign by achieving a Short Conquest victory.	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_SUDREYAR	Playing as Sudreyar, complete the main campaign by achieving an Ultimate victory.	true
achievements_description_ACHIEVEMENT_BEAT_CA_STAFF	Defeat someone who already has this achievement in any multiplayer battle.	true
achievements_title_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_GWINED	World's Gonna Know Your Name	true
achievements_description_ACHIEVEMENT_LIBERATE_OR_ALLY_WELSH_FACTIONS_AS_STRAT_CLUT	Playing as Strat Clut, liberate or ally with all Welsh factions.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_EAST_ENGLA	Playing as East Engle, complete the main campaign by achieving a Short Conquest victory.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_MIDHE	Mide? I Hardly Knew Her!	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_CIRCENN	Playing as Circenn, complete the main campaign by achieving a Long Fame victory.	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_MIERCNA	Playing as Mierce, complete the main campaign by achieving a Long Fame victory.	true
achievements_title_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_MIERCNA	Victory at any Cost	true
achievements_description_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_NORTHYMBRA	Playing as Northymbre, complete the main campaign by achieving a Short Conquest victory.	true
achievements_title_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_CIRCENN	Great Scots	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_VIKING_SEA_MECHANICS	Playing as the Viking Sea Kings, reach the maximum possible tribute level.	true
achievements_title_ACHIEVEMENT_SHORT_VICTORY_NO_AUTORESOLVE_WIN_ALL	Tactician	true
achievements_title_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_DYFLIN	Infamy, Infamy!	true
achievements_title_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_CIRCENN	Grooving with the Picts	true
achievements_title_ACHIEVEMENT_ULTIMATE_VICTORY_ON_LEGENDARY_NO_AUTORESOLVE_WIN_ALL	Glutton for Punishment	true
achievements_title_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_MIERCNA	King of the Britons	true
achievements_title_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_MAINTAIN_DYFLIN	Baile Atha Cliath	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_WESTSEXA	Playing as West Seaxe, complete the main campaign by achieving an Ultimate victory.	true
achievements_description_ACHIEVEMENT_ULTIMATE_VICTORY_ON_VERY_HARD	Playing as any faction, complete the main campaign, achieving an Ultimate victory on Very Hard difficulty.	true
achievements_title_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_WESTSEXA	The Only Way is Wessex	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_NO_REBELLIONS_OR_USURPERS	Under the Thumb	true
achievements_description_ACHIEVEMENT_CONQUER_ALL_IRISH_REGIONS_AS_DYFLIN	Playing as Dyflin, conquer all Irish regions.	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_WELSH_REGIONS_AS_STRAT_CLUT	King of the Valleys	true
achievements_title_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_MIERCNA	The Wyvern Terror	true
achievements_title_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_CIRCENN	Pict Your Battles	true
achievements_description_ACHIEVEMENT_SHORT_VICTORY_ON_LEGENDARY	Playing as any faction, complete the main campaign, achieving a Short victory on Legendary difficulty.	true
achievements_description_ACHIEVEMENT_CONQUER_ALL_IRISH_REGIONS_AS_MIDHE	Playing as Mide, conquer all Irish regions.	true
achievements_title_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_SUDREYAR	King of the Isles	true
achievements_title_ACHIEVEMENT_ULTIMATE_VICTORY_NO_AUTORESOLVE_WIN_ALL	Ultimate Unconquered	true
achievements_title_ACHIEVEMENT_GAIN_LEGENDARY_DEFENDER	Legendary Defender	true
achievements_title_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_STRAT_CLUT	Short But Sweet	true
achievements_title_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_MIDHE	High King of Ireland	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_DYFLIN	Playing as Dyflin, complete the main campaign by achieving any of their victory conditions.	true
achievements_title_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_DYFLIN	The Emerald Isle	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_GWINED	Playing as Gwined, complete the main campaign by achieving a Long Fame victory.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_NORTHYMBRA	Quick & Dirty	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_MIDHE	Playing as Mide, complete the main campaign by achieving an Ultimate victory.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_MIDHE	Playing as Mide, complete the main campaign by achieving a Short Fame victory.	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_ENGLISH_REGIONS_AS_NORTHYMBRA	Bretwalda	true
achievements_title_ACHIEVEMENT_SHORT_VICTORY_ON_LEGENDARY	Asking for Trouble	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_IRISH_REGIONS_AS_MIDHE	My Ireland	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_CIRCENN	Playing as Circenn, complete the main campaign by achieving any of their victory conditions.	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_MIERCNA	Playing as Mierce, complete the main campaign by achieving any of their victory conditions.	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_DYFLIN	Playing as Dyflin, complete the main campaign by achieving an Ultimate victory.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_FAME_VICTORY_EAST_ENGLA	Acute Engle	true
achievements_description_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_MIERCNA	Playing as Mierce, complete the main campaign by achieving a Short Conquest victory.	true
achievements_description_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_CIRCENN	Playing as Circenn, complete the main campaign by achieving a Short Conquest victory.	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_ENGLISH_REGIONS_AS_EAST_ENGLA	A United Kingdom	true
achievements_description_ACHIEVEMENT_OWN_ROCK_OF_CAISIL_MOUNTAIN_HALL_OFFAS_HALL	Playing as any faction, own the Rock of Caisil, Mountain Hall, and Offa's Hall buildings on the campaign map.	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_NO_REBELLIONS_OR_USURPERS	Playing as any faction, complete the main campaign without any rebellions or usurpers challenging your rule.	true
achievements_description_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_WESTSEXA	Playing as West Seaxe, complete the main campaign by achieving a Long Conquest victory.	true
achievements_title_ACHIEVEMENT_MARRY_THEN_DESTROY	The Knife in the Back	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_HELD_ALL_STARTING_REGIONS	Home Is Where the Hearth Is	true
achievements_description_ACHIEVEMENT_SHORT_VICTORY_NO_AUTORESOLVE_WIN_ALL	Playing as any faction, achieve a Short victory by fighting and winning every battle.	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_NO_AUTORESOLVE_10_LOSSES_OR_LESS	Balance of Probabilities	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_GWINED	Playing as Gwined, complete the main campaign by achieving an Ultimate victory.	true
achievements_description_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_SUDREYAR	Playing as Sudreyar, complete the main campaign by achieving a Long Conquest victory.	true
achievements_title_ACHIEVEMENT_SHORT_VICTORY_ON_LEGENDARY_NO_AUTORESOLVE_WIN_ALL	Knee Deep in Blood	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_MIDHE	Playing as Mide, complete the main campaign by achieving a Long Fame victory.	true
achievements_description_ACHIEVEMENT_TOB_LONG_FAME_VICTORY_DYFLIN	Playing as Dyflin, complete the main campaign by achieving a Long Fame victory.	true
achievements_description_ACHIEVEMENT_LONG_VICTORY_NO_AUTORESOLVE_WIN_ALL	Playing as any faction, achieve a Long victory by fighting and winning every battle.	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_MAINTAIN_DYFLIN	Playing as Dyflin, complete the main campaign, maintaining ownership of Dyflin throughout.	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_MIERCNA	Playing as Mierce, complete the main campaign by achieving an Ultimate victory.	true
achievements_description_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_CIRCENN	Playing as Circenn, complete the main campaign by achieving an Ultimate victory.	true
achievements_description_ACHIEVEMENT_ULTIMATE_VICTORY_ON_LEGENDARY_NO_AUTORESOLVE_WIN_ALL	Playing as any faction, complete the main campaign, achieving an Ultimate victory on Legendary difficulty by fighting and winning every battle.	true
achievements_description_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_GWINED	Playing as Gwined, complete the main campaign by achieving any of their victory conditions.	true
achievements_title_ACHIEVEMENT_LONG_VICTORY_ON_VERY_HARD	Go the Distance	true
achievements_title_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_GWINED	King of the Britons	true
achievements_title_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_SUDREYAR	Rex Plurimarum Insularum	true
achievements_description_ACHIEVEMENT_CAMPAIGN_VICTORY_HELD_ALL_STARTING_REGIONS	Playing as any faction, complete the main campaign whilst maintaining ownership of your starting regions.	true
achievements_title_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_WESTSEXA	King of the Anglo-Saxons	true
achievements_description_ACHIEVEMENT_MARRY_THEN_DESTROY	Playing as any faction, marry a rival king's daughter and then destroy his faction through conquest.	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_SCOTTISH_REGIONS_AS_CIRCENN	Cruthin for a Bruisin'	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_NEVER_NEGOTIATED_PEACE	No Peace for the Wicked	true
achievements_title_ACHIEVEMENT_LONG_VICTORY_ON_LEGENDARY	Cast a Long Shadow	true
achievements_title_ACHIEVEMENT_CAMPAIGN_VICTORY_GAELIC_MECHANICS	A United Front	true
achievements_description_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_EAST_ENGLA	Playing as East Engle, complete the main campaign by achieving a Long Kingdom victory.	true
achievements_title_ACHIEVEMENT_TOB_CAMPAIGN_VICTORY_EAST_ENGLA	Obtuse Engle	true
achievements_title_ACHIEVEMENT_CONQUER_ALL_ENGLISH_REGIONS_AS_WESTSEXA	A United England	true
achievements_title_ACHIEVEMENT_TOB_ULTIMATE_VICTORY_STRAT_CLUT	King of the Britons	true
achievements_title_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_WESTSEXA	Count to Fief	true
achievements_title_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_MIERCNA	Azure, a Saltire Or	true
achievements_description_ACHIEVEMENT_TOB_SHORT_CONQUEST_VICTORY_SUDREYAR	Playing as Sudreyar, complete the main campaign by achieving a Short Conquest victory.	true
achievements_description_ACHIEVEMENT_TOB_LONG_KINGDOM_VICTORY_NORTHYMBRA	Playing as Northymbre, complete the main campaign by achieving a Long Kingdom victory.	true
achievements_title_ACHIEVEMENT_TOB_SHORT_KINGDOM_VICTORY_CIRCENN	Time Enough To Rule	true
achievements_title_ACHIEVEMENT_TOB_LONG_CONQUEST_VICTORY_MIDHE	King of the Five Provinces	true
