key	text	tooltip
campaign_map_towns_and_ports_onscreen_name_town:spa_zaragoza:huesca	Huesca	false
diplomacy_strings_string_european_republic_approach_friendly	I pray you: consider our proposal and find it agreeable. 	false
names_name_names_frenchAmbre	Ambre	false
names_name_names_indian_hinduAgrawal	Agrawal	false
message_event_strings_title_your_army_desert_revolution_warningegy_european	Desertion Risk!	false
names_name_names_portugueseAntunnez	Antunnez	false
names_name_names_frenchClare	Clare	false
names_name_names_portugueseSoveral	Soveral	false
names_name_names_slavonic_generalMarchenko	Marchenko	false
names_name_names_slavonic_generalMorchenko	Morchenko	false
unit_description_texts_description_text_Spanish_Coraceros_Espanoles	Coraceros Españoles are powerful heavy cavalry, who wear cuirasses for protection and for extra weight in their devastating charge.	false
names_name_names_frenchHenri	Henri	false
names_name_names_persianMahdavi-Kia	Mahdavi-Kia	false
names_name_names_polishFaron	Faron	false
names_name_names_slavonic_generalBorshevsky	Borshevsky	false
names_name_names_indian_hinduDurgesh	Durgesh	false
names_name_names_slavonic_generalKupchenko	Kupchenko	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_038	38th Light Horse	false
diplomacy_factor_strings_positive_factor_string_state_gift	State gift received	false
names_name_names_hungarianVeronika	Veronika	false
names_name_names_polishBuda	Buda	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_039	39th Light Horse	false
names_name_names_polishTomporowski	Tomporowski	false
names_name_names_slavonic_generalIltchenko	Iltchenko	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_036	36th Light Horse	false
names_name_names_slavonic_generalManucharov	Manucharov	false
diplomacy_strings_string_france_republic_reject_offer_demand_trade	I care little for your turnips, or what ever it is you deem valuable in your pigsties!	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_037	37th Light Horse	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_034	34th Light Horse	false
battle_types_onscreen_siege	Siege Battle	false
names_name_names_danishJohan	Johan	false
names_name_names_slavonic_generalDyachenko	Dyachenko	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_035	35th Light Horse	false
names_name_names_englishButterfield	Butterfield	false
names_name_names_indian_hinduAnanthu	Ananthu	false
names_name_names_irishKyle	Kyle	false
names_name_names_polishKarol	Karol	false
message_event_text_text_mission_egy_destroy_britain_success	Monsieur Bonaparte! You truly are a madman! Not only have you had the audacity to set sail against Lord Nelson, you have ended British meddling in the Middle East for the entire duration of our campaign! That will teach those arrogant islanders some humility! We can now ship-in trained French troops to our Egyptian ports, as many as the motherland can spare!\\n\\n	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_032	32nd Light Horse	false
random_localisation_strings_string_ability_percussive_shell	Toggle shells||Shells are capable of significant damage to troops and buildings.||They can only be fired from howitzers and mortars. ||They rely on a timed fuse which can sometimes burn out early, resulting in them exploding before they reach the enemy.	false
names_name_names_dutchVanderwerken	Vanderwerken	false
names_name_names_frenchLaure	Laure	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_033	33rd Light Horse	false
names_name_names_portugueseSacadura	Sacadura	false
names_name_names_slavonic_generalTsymbaler	Tsymbaler	false
units_on_screen_name_2_Decker_Russian_80	80-gun Ship-of-the-Line	false
technologies_long_description_military5_great_paris_cipher	\\n\\nCloaking plans in mystery is always important in any war, let alone one where ambush and guerrilla warfare are everyday events. Messengers may be intercepted but the use of the Great Paris Cipher means this is of little consequence. Through the clever use of a series of numbers used to represent letters it is now possible to send important messages without fear of them falling into enemy hands.\\n\\nThe Rossignols, a French family who had served as cryptographers for generations, created the Great Paris Cipher. One of their earlier code systems, simply known as ‘the Great Cipher’, was created for Louis XIV and used in a letter that is believed to hint at the identity of “the Man in the Iron Mask”, a prisoner who largely remains a mystery even today. The letter, discovered in 1890 by military historian Louis Gendron, was decrypted by Etienne Bazeries and seemed to suggest that the Man in the Iron Mask was in fact a general who had displeased Louis XIV.	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_030	30th Light Horse	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_031	31st Light Horse	false
names_name_names_polishMiron	Miron	false
advice_levels_onscreen_text_1060726906	In light of the information from your spy, it would be wise to increase your army in size and strength. Make sure you have recruited cannons and line infantry from Paris before you attack the city.	false
advice_levels_onscreen_text_1152775702	Left-click on a unit card to select it. You can press and hold the Ctrl key to select multiple units.	false
advice_levels_onscreen_text_1220024674	This is your army. The highlighted area represents the extent to which this army can move this turn. Right-click within this area to move your army to that location.	false
advice_levels_onscreen_text_1228307946	You currently have an active mission to construct a dockyard. If you want to achieve this now, left-click on the port icon to the East of Jamestown.	false
advice_levels_onscreen_text_1489756505	An ungarrisoned city automatically generates Armed Citizenry - a sort of "watch" - to keep order. Although not as effective during an insurrection as billeted light infantry - such as Dragoons - Armed Citizenry are well able to manage day to day public order problems. They cannot leave the city in which they were spawned.	false
advice_levels_onscreen_text_1394332445	We should concentrate our efforts on recruiting a unit of Native Lancers here.	false
advice_levels_onscreen_text_1466490438	We should concentrate our research efforts on Shortened Carbines.	false
message_event_text_text_campaign_napoleon_domination_request	Congratulations, mon Empereur! Your triumphant victories across Europe have proven beyond doubt that no man can ever hope to match the military genius of Napoléon Bonaparte; that no nation will ever stand up to the might of the glorious French Empire!\\n\\nDespite the fall of some of Europe's greatest Empires at the hands of your Grande Armée, there may remain other nations that would dare question your authority. Should you wish to unite the rest of Europe under a French banner you may now return to your campaign to resume the war for French domination.\\n\\n	false
names_royalty_name_sardiniaVittorio_Emanuele	Vittorio Emanuele	false
advice_levels_onscreen_text_1387459530	Outflanking forces can be turned into fixing forces. If you commit a large outflanking force and do not attack from the front, the enemy will be forced to turn and face you, presenting his flanks to what was your centre.	false
advice_levels_onscreen_text_1776699918	We should concentrate our efforts on recruiting a unit of Superior Line Infantry here.	false
advice_levels_onscreen_text_2016379071	We should concentrate our research efforts on the Sextant.	false
names_name_names_greekKavallieratou	Kavallieratou	false
names_name_names_prussianPhilomena	Philomena	false
advice_levels_onscreen_text_1170317847	A closely-packed mass like an infantry square is a superb target for artillery on the battlefield. Keep pounding them and they'll take casualties!	false
advice_levels_onscreen_text_1222703105	The majority of your faction's income is generated by taxation. Click on the Government button to view and adjust your current tax rate.	false
advice_levels_onscreen_text_1258103965	When enlisting a new general or admiral you will be offered a choice of candidates, giving you the option to choose the commander who is best suited to your situation. They will be priced according to their capabilities and limited by the size of your empire.	false
advice_levels_onscreen_text_1258106865	With your nation close to bankruptcy, it would be wise to increase taxes throughout your lands or disband some of your troops or fleets to increase your income for the next turn.	false
diplomacy_strings_string_indian_monarchy_reject_angry_demand_single_payment	A most amusing joke! Once a thug is paid, he remains a thug. He does not forget his strangler's ways. We will not pay. 	false
advice_levels_onscreen_text_1017090479	An enemy ship has run out of courage and is fleeing. If you can manoeuvre a ship close they will certainly strike their colours in surrender, rather than face the fury of your guns once more!	false
advice_levels_onscreen_text_1547118664	We should concentrate our research efforts on Empiricism.	false
names_name_names_german_catholicvon_Eisenach	von Eisenach	false
names_name_names_greekKavallieratos	Kavallieratos	false
advice_levels_onscreen_text_1212661715	Ordering the whole army to attack throws away any chance of gaining an advantage. Even if you have enough brute force to win, you will have lost many more men than you needed to.	false
advice_levels_onscreen_text_1213101863	We should concentrate our research efforts on Mass Production.	false
advice_levels_onscreen_text_1228211552	This panel enables you to view the state of diplomatic relations between nations. Select a nation by clicking on their flag. Their allies, enemies, protectorates, and trading partners are displayed at the bottom of the panel. Use the arrow buttons to toggle the map between display of the selected nation's opinion of their rivals and what those nations think of them. To enter into diplomacy, select a nation from the table on the left and press the open negotiations button. Their attitude towards you is displayed next to their flag.	false
advice_levels_onscreen_text_2045097248	The grey pips in the public order section of this panel represent state repression - either from your government type, or via intimidation from garrisoned units. Whilst it is useful to keep the population in order, rebellion following a period of heavy repression can be difficult to suppress.	false
advice_levels_onscreen_text_2047305771	This option demands that a nation become your protectorate. Protectorates can take advantage of the military might of their "parent" nation in exchange for 50% of their income and unlimited military access. They may find themselves dragged into a conflict not of their own design, and unlike a regular ally cannot decline a request to fight for their protector without automatically declaring war on them.	false
diplomacy_strings_string_current_treaty_protectorate_of_non_player	Protectorate of :	false
names_name_names_dutchAnika	Anika	false
names_name_names_persianDeli	Deli	false
names_name_names_persianGoli	Goli	false
names_name_names_persianLili	Lili	false
names_name_names_persianQoli	Qoli	false
names_name_names_persianVali	Vali	false
advice_levels_onscreen_text_1646531127	We should concentrate our efforts on recruiting a unit of Rocket Camels here.	false
campaign_map_tooltips_tooltip_line_missionarynon_player_university	Right click to enter town	false
ancillaries_onscreen_name_Ancillary_Master_of_Lunacy	Master of Lunacy	false
advice_levels_onscreen_text_1480501127	We should concentrate our efforts on recruiting a unit of Militia Musketeers here.	false
advice_levels_onscreen_text_1644011674	We should concentrate our research efforts on Platoon Firing.	false
advice_levels_onscreen_text_1963237656	We should concentrate our efforts on building a Naval Hospital here.	false
advice_levels_onscreen_text_1216289257	The lists panel gathers together useful information about the armed forces, agents and regions in your possession. As your empire grows in size these lists will provide a useful reference and means of locating individual characters, cities, etc.	false
advice_levels_onscreen_text_1255460539	As an alternative to a straight-forward occupation, upon capture of a settlement there is also an option to loot it as well. Doing so will add a lump sum to your treasury, but there will be a greater public order penalty than that caused by occupation alone. All buildings inside a looted settlement suffer considerable damage, and the associated region's wealth is diminished for some time afterwards.	false
advice_levels_onscreen_text_1895229457	We should concentrate our efforts on building a Star Fort with Earthworks here.	false
advice_levels_onscreen_text_1793105569	Having set your ship's course in the previous turn, select the end turn button so that it automatically carries out your order. Alternatively, if you wish to change your orders, simply select your ship and then right-click on a new area of sea to set a new destination.	false
names_name_names_greekAliki	Aliki	false
advice_levels_onscreen_text_1370295055	We should concentrate our efforts on building an Army Council here.	false
advice_levels_onscreen_text_1795590121	We should concentrate our efforts on building Vineyards here.	false
random_localisation_strings_string_finances_tribute_income_breakdown_other	From others	false
advice_levels_onscreen_text_1119584121	We should concentrate our efforts on recruiting a unit of Dragoons here.	false
advice_levels_onscreen_text_1649185866	Terrain has an effect on a unit's movement speed. Sticking to roads or short grass will ensure your units move at maximum speed.	false
advice_levels_onscreen_text_1806104360	We should concentrate our efforts on building a Sugar Warehouse here.	false
advice_levels_onscreen_text_1960709201	The wealth of your towns is decreasing rapidly. You are taxing the ruling class too much, and soon there won't be much left that can be taxed!	false
units_on_screen_name_Cav_Light_Prussian_Luetzows_Freicorps	Luetzow's Freikorps	false
campaign_map_tooltips_tooltip_line_navy_emptynon_player_town	Your navy cannot attack towns	false
names_name_names_indian_hinduWadke	Wadke	false
ancillaries_colour_text_Ancillary_Mistress_Spycatcher_Lady	A woman with the right connections may see things that others do not.	false
names_name_names_indian_hinduVadke	Vadke	false
names_name_names_persianFila	Fila	false
names_name_names_persianTala	Tala	false
advice_levels_onscreen_text_1843578025	We should concentrate our research efforts on Free Trade Doctrine.	false
advice_levels_onscreen_text_1066088672	We should concentrate our efforts on recruiting a unit of Republican Guard here.	false
advice_levels_onscreen_text_1668586924	We should concentrate our efforts on recruiting a unit of Rocket Troop here.	false
names_name_names_swedishNils	Nils	false
advice_levels_onscreen_text_1213083271	Socket bayonets offer all the advantages and none of the disadvantages of other bayonet types. Units will start every battle with their bayonets already fixed, ready to show cold steel to anyone foolish enough to come close!	false
advice_levels_onscreen_text_1222098470	You currently have an active mission to construct Peasant Farms in the region. Jamestown cannot expand any further until you complete this mission. To accomplish this now, left-click on the farm icon on the campaign map.	false
advice_levels_onscreen_text_1402760909	We should concentrate our efforts on building a Governor's Residence here.	false
names_name_names_muslim_generalHawra	Hawra	false
names_name_names_swedishHolm	Holm	false
names_name_names_swedishKalm	Kalm	false
diplomacy_factor_strings_positive_factor_string_threatened	Threats of attack	false
names_name_names_swedishGull	Gull	false
names_name_names_swedishToll	Toll	false
units_on_screen_name_Inf_Mob_Armed_Citizenry	Armed Citizenry	false
names_name_names_swedishSalo	Salo	false
message_event_strings_title_region_riots_religious_freedomeuropean	Workers Riot!	false
campaign_map_slots_onscreen_iron:eur_wales:caernarfon	Caernarfon Mines	false
names_name_names_dutchSaske	Saske	false
names_name_names_englishPaul	Paul	false
effects_description_recruitment_cost_mod_category_artillery	%+n%% recruitment cost for artillery in this region	false
names_name_names_indian_hinduChaki	Chaki	false
diplomacy_strings_string_middle_east_monarchy_reject_demand_military_access	Truly, you live in the abode of war. My Lord, who dwells in the house of submission, sees no reason to let your men walk in his lands. 	false
names_name_names_persianLily	Lily	false
names_name_names_piratesKidd	Kidd	false
message_event_text_text_nap_your_army_sabotaged_fail	An enemy agent has failed to mislead your army, has been detected yet escaped capture on this occasion.\\n\\n	false
units_on_screen_name_Inf_Skirm_Nizam_I_Cedit_Rifles	Nizam-I Cedit Rifles	false
campaign_map_towns_and_ports_onscreen_name_town:eur_moscow_guberniya:ryazan	Ryazan	false
names_name_names_swedishAtle	Atle	false
names_name_names_swedishFale	Fale	false
names_name_names_swedishGöle	Göle	false
names_name_names_swedishPile	Pile	false
names_name_names_muslim_generalAmira	Amira	false
names_name_names_swedishMild	Mild	false
names_name_names_muslim_generalBahra	Bahra	false
mission_text_text_tut_build_school_heading	Intellectual Pursuits	false
names_name_names_swedishRolf	Rolf	false
shortcut_localisation_onscreen_shift	Shift	false
names_name_names_swedishEdla	Edla	false
start_pos_settlements_onscreen_name_settlement:spa_leon:leon1090348424	León	false
names_name_names_slavonic_generalRostovtzeff	Rostovtzeff	false
names_name_names_slavonic_generalOstrogorsky	Ostrogorsky	false
factions_defend_desc_egy_mamelukes	You are defending against a force of Mameluke attackers.	false
names_name_names_slavonic_generalVyazmitinov	Vyazmitinov	false
names_name_names_german_catholicDiana	Diana	false
names_name_names_german_catholicIrene	Irene	false
names_name_names_german_catholicLeona	Leona	false
diplomacy_strings_string_middle_east_monarchy_receive_neutral	Greetings. Courtesy demands that you are made welcome, but nothing more. 	false
building_description_texts_long_description_sPrest_British_Nelson's_Column	\\n\\nPride in one’s nation is a powerful thing, and what better way to instil national pride than to build a structure that celebrates the great achievements of the country? Be it past victories, advances in education and technology, or a collection of treasures, such structures provide a stage to display achievements to the world. National standing compared to other nations is vastly important in matters of diplomacy, so a public demonstration of national power will improve prestige.\\n\\nNelson’s Column was built to commemorate the death of the much-loved hero Admiral Horatio Nelson at the battle of Trafalgar. The column took three years to construct and is an impressive 185 feet tall. Atop the column stands a beautifully carved statue of Nelson himself, facing south towards the Admiralty and, very distantly, his ship HMS Victory, which is now docked in Portsmouth. Decorative acanthus leaves adorn Nelson’s feet, all cast in bronze from British cannons, and his most impressive victories over France are depicted on four decorative plates, each cast in gunmetal from captured French cannons.	false
names_name_names_german_catholicHanna	Hanna	false
random_localisation_strings_string_player_stats_mp_naval_won_portugal	Number of multiplayer naval battles won as Portugal	false
building_description_texts_short_description_sCulture1_Theatre_european	Sensation and spectacle keep everyone occupied and entertained, and safely distracted from politics.	false
unit_info_card_abilities_strings_bullet_text_quicklime_shells	Quicklime Shells	false
names_name_names_german_catholicHeinz	Heinz	false
historical_characters_on_screen_name_eur_humphry_davy	Humphry Davy	false
historical_characters_on_screen_name_spa_william_hope	William Johnstone Hope	false
units_on_screen_name_Special_Dutch_Bomb_Ketch	Bomb Ketch	false
names_name_names_german_catholicFranz	Franz	false
ancillaries_colour_text_Anc_Order_Sweden_1	The Swedish state is proud that such a military man can be recognised for his services.	false
ancillaries_colour_text_Anc_Order_Sweden_2	The Swedish state is honoured to present this gentleman with such a prestigious Order.	false
ancillaries_colour_text_Anc_Order_Sweden_3	The Swedish state is proud that such a learned man can be recognised for his services.	false
character_trait_levels_onscreen_name_C_Gent_Research_Civil_2	Passionate Advocacy	false
battle_script_strings_string_CreativeAssembly.BT_Rich_kill_other_unit	Mouse over the remaining enemy unit and right-click to attack.	false
names_name_names_polishJoanna	Joanna	false
character_trait_levels_onscreen_name_C_Gent_Research_Civil_3	Shrewd Judgement	false
names_name_names_frenchAngèle	Angèle	false
character_trait_levels_onscreen_name_C_Gent_Research_Civil_1	Lawyer	false
start_pos_factions_description_1643442585	PLACEHOLDER	false
names_name_names_frenchNiépce	Niépce	false
character_trait_levels_onscreen_name_C_Gent_Research_Civil_4	Soul of Justice	false
names_name_names_indian_hinduBhargavi	Bhargavi	false
names_name_names_portuguesePerestrelo	Perestrelo	false
names_name_names_danishSigrun	Sigrun	false
ancillaries_onscreen_name_Anc_Cossack_Drunken	Drunken Cossack	false
names_name_names_polishOkecki	Okecki	false
names_name_names_polishWalesa	Walesa	false
start_pos_settlements_onscreen_name_settlement:eur_kiev_guberniya:kiev-1592179871	Kiev	false
character_trait_levels_colour_text_C_General_Brave_5	Foreigners and ladies grow pale in this man's presence, but for very different reasons.	false
character_trait_levels_colour_text_C_General_Brave_4	The reek of gunpowder, the clash of steel, the drum's tattoo: battle brings a knowing smile to this man's face!	false
shortcut_localisation_onscreen_show_diplomacy	Show diplomatic relations	false
names_name_names_indian_hinduBhairavi	Bhairavi	false
names_name_names_polishOtocki	Otocki	false
character_trait_levels_colour_text_C_General_Brave_1	"I say, those chaps over there mean to kill us! What absolute rotters! Shall we have at them?"	false
names_name_names_frenchAxelle	Axelle	false
names_name_names_frenchDesaix	Desaix	false
character_trait_levels_colour_text_C_General_Brave_3	"I'm sure I have better things to do with my time in battle than worry about shot and balls!"	false
names_name_names_indian_hinduDayanand	Dayanand	false
character_trait_levels_colour_text_C_General_Brave_2	An inspiration by example to his men, this general rightly has a reputation for bravery.	false
names_name_names_slavonic_generalLevin_August	Levin August	false
character_trait_levels_onscreen_name_C_Infected_Smallpox_1	Smallpox	false
character_trait_levels_onscreen_name_C_Infected_Smallpox_2	Scarred Beyond Recognition	false
names_name_names_frenchYvette	Yvette	false
names_name_names_frenchÉlise	Élise	false
names_name_names_indian_hinduSunkara	Sunkara	false
names_name_names_portugueseMartinz	Martinz	false
battles_localised_name_NHMPB_Lodi_2v2	Battle of Lodi	false
names_name_names_german_catholicvon_Alcaini	von Alcaini	false
names_name_names_portugueseCaetano	Caetano	false
names_name_names_slavonic_generalPrigogine	Prigogine	false
shortcut_localisation_onscreen_game_controls	Game/UI Controls	false
achievements_description_ACHIEVEMENT_B_WIN_PRESTIGE_VICTORY	Win a prestige victory	false
names_name_names_polishWlodzimierz	Wlodzimierz	false
achievements_description_NAPOLEON_SPANISH_CAMPAIGN_ACHIEVEMENT_C_LIBERATE_AS_BRITAIN	As Britain, ensure that all regions in Spain are liberated back to Spanish control	false
campaign_map_tooltips_tooltip_line_missionarynon_player_army	You cannot act against armies with this agent	false
names_name_names_indian_hinduNishant	Nishant	false
names_name_names_portugueseMartins	Martins	false
historical_characters_on_screen_name_spa_claude_berthollet	Claude Berthollet	false
units_on_screen_name_2_Decker_Spanish_80	80-gun Ship-of-the-Line	false
names_name_names_polishAndrzejewski	Andrzejewski	false
historical_characters_on_screen_name_eur_joseph_vukassovich	Joseph Philipp Vukassovich	false
message_event_strings_title_region_riots_defaultegy_european	Workers Riot!	false
names_name_names_polishWeyna	Weyna	false
names_name_names_portugueseFabiana	Fabiana	false
names_name_names_portugueseSabrina	Sabrina	false
campaign_map_towns_and_ports_onscreen_name_port:eur_denmark:aalborg	Aalborg	false
names_name_names_slavonic_generalAleksandra	Aleksandra	false
building_chains_chain_tooltip_rTimberSpain	Timber production can significantly improve region wealth.	false
character_trait_levels_colour_text_C_Minister_Fiscal_Genius_1	Centralised banking reduces dependence on private money-lenders, and gives government a float to play with.	false
character_trait_levels_colour_text_C_Minister_Fiscal_Genius_2	This man has faith that prudently applied, the new theories of economy will fill his nation's coffers.	false
names_name_names_frenchBussy	Bussy	false
character_trait_levels_colour_text_C_Minister_Fiscal_Genius_3	He is well-versed in the new fiscal thinking, this man is consulted in all matters of national income.	false
names_name_names_indian_hinduAshwath	Ashwath	false
names_name_names_polishDlugopolski	Dlugopolski	false
ministerial_position_default_names_default_name_governor_europegov_constitutional_monarchy	Governor of Europe	false
names_name_names_german_catholicvon_Rappach	von Rappach	false
battles_description_TUT_Land	.	false
names_name_names_polishBugno	Bugno	false
battles_localised_name_NAP_MP_Gorge	Maltese Gorge	false
names_name_names_slavonic_generalTrefiolov	Trefiolov	false
message_event_strings_title_trade_route_raided_landeuropean	Trade Route Raided	false
names_name_names_polishIwo	Iwo	false
names_name_names_portuguesePaulino	Paulino	false
names_name_names_slavonic_generalDolgorouki	Dolgorouki	false
names_name_names_slavonic_generalZinovieff	Zinovieff	false
units_on_screen_name_Cav_Heavy_Cuirassiers	Cuirassiers	false
random_localisation_strings_string_famous_battle_battle_of	Battle of:	false
names_name_names_polishIrena	Irena	false
names_name_names_polishIwona	Iwona	false
message_event_text_text_mission_eur_prussia_alliance_russia_success	Russia has agreed to cement an alliance between our two nations! Rest assured that our lands are secure with the Tsar's forces supporting our cause.\\n\\n	false
names_name_names_polishHanna	Hanna	false
names_name_names_polishZdeb	Zdeb	false
ancillaries_colour_text_Ancillary_Army_Quartermaster	"Supplies - good boots, say - keep a soldier happy and healthy just as well as not getting shot!"	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_028	28th Light Horse	false
names_name_names_persianbin_Hemavand	bin Hemavand	false
names_name_names_slavonic_generalDolukhanov	Dolukhanov	false
shortcut_localisation_onscreen_fps	FPS	false
diplomacy_strings_string_middle_east_republic_reject_demand_get_off_my_land	Your lands lie between our armies and our enemies. We will not argue with the will of God in arranging the world so. 	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_029	29th Light Horse	false
names_name_names_hungarianBánfalvi	Bánfalvi	false
message_event_text_text_mission_spa_france_capture_valencia_success	Valencia has fallen, mon general. Despite the greatest efforts of the resistance, it will not be long before this country and its troublesome people are but an annex of the mighty French Empire!	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_026	26th Light Horse	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_027	27th Light Horse	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_024	24th Light Horse	false
names_name_names_portugueseMariana	Mariana	false
names_name_names_portugueseMartina	Martina	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_025	25th Light Horse	false
names_name_names_mughalFajr	Fajr	false
historical_characters_on_screen_name_spa_juan_masdeu	Juan Francisco Masdeu	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_022	22nd Light Horse	false
names_name_names_polishWnek	Wnek	false
names_name_names_portugueseTatiana	Tatiana	false
building_description_texts_long_description_sPrest_Russian_Monument	\\n\\nPride in one’s nation is a powerful thing, and what better way to instil national pride than to build a structure that celebrates the great achievements of the country? Be it past victories, advances in education and technology, or a collection of treasures, such structures provide a stage to display achievements to the world. National standing compared to other nations is vastly important in matters of diplomacy, so a public demonstration of national power will improve prestige.\\n\\nThis monument was commissioned to commemorate the 200th anniversary of the end of the “Time of Troubles” and the ejection of the Poles from the Moscow Kremlin by Prince Dmitry Pozharsky and Kuzma Minin. Funds for the statue were gathered from the residents of Nizhny Novgorod, the birth place of Kuzma Minin. The statue was given to Nizhny Novgorod but the sculptor, Ivan Martos, insisted that the best place for his creation was Moscow. There it remains to this day, even though the Communists considered it an obstruction to their parades.	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_023	23rd Light Horse	false
effects_description_enable_improved_grenades	Improves the effectiveness of grenades	false
names_name_names_polishEwa	Ewa	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_020	20th Light Horse	false
technologies_onscreen_name_military3_counter_guerrilla_initiatives	Counter-guerrilla Initiatives	false
start_pos_regions_rebel_faction_name_ita_anconaita_napoleon	Papal States Rebels	false
historical_characters_on_screen_name_eur_claude_berthollet	Claude Berthollet	false
unit_regiment_names_localisation_lookup_unit_name_euro_light_horse_021	21st Light Horse	false
names_name_names_polishBarna	Barna	false
names_name_names_slavonic_generalNesterenko	Nesterenko	false
names_name_names_slavonic_generalVerbitsky	Verbitsky	false
advice_levels_onscreen_text_1987386455	There is a degree of unrest in this region as the majority of the population follow a different religion to that of their rulers. Send missionaries to proselytise the true religion to the masses.	false
advice_levels_onscreen_text_1247116376	As the enemy have a lot of fast, light troops or cavalry, consider moving your light infantry and skirmishers closer to other supporting units, so they don't get caught in the open.	false
advice_levels_onscreen_text_1249308657	Construct a dockyard at Genoa.	false
advice_levels_onscreen_text_1747270845	We should concentrate our efforts on building a Monastery School here.	false
advice_levels_onscreen_text_1799447426	You can attack an enemy army by selecting your own army and then right-clicking on the enemy army.	false
